NO,KELURAHAN,KECAMATAN,KABUPATEN,OBJECT,MERK,JENIS,DP NET,TENOR,f_cluster
4012,KAYUAMBON,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,4500000,23,2
4017,KARANGTANJUNG,CILILIN,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEW CBR 150R STANDAR,9900000,23,2
4021,GIRIASIH,BATUJAJAR,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,MIO M3 125,1800000,17,2
4022,CANGKORAH,BATUJAJAR,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,D-TRACKER 150 SE,10000000,23,2
4026,SADANG SERANG,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,VARIO 150 ESP EXCLSV,2500000,29,2
4031,BOJONG,RONGGA,BANDUNG BARAT,MOTOR BEKAS,HONDA,VERZA 150 CW,3100000,35,2
4036,CIPATAT,CIPATAT,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 150 ESP EXCLSV,3800000,35,2
4040,GUNUNGMASIGIT,CIPATAT,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NEW VIXION,2575000,35,2
4047,SITUWANGI,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,R15,4200000,35,2
4050,BUNIJAYA,GUNUNG HALU,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT CBS FI,2100000,35,2
4061,MUKAPAYUNG,CILILIN,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,5700000,35,2
4074,GIRIMUKTI,CIPONGKOR,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,NEW NINJA 150 RR SE,6737355,27,2
4085,PUTERAN,CIKALONG WETAN,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO110 CBS,3496743,32,2
4086,CITATAH,CIPATAT,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 150 ESP SPORTY,2809373,30,2
4087,CITATAH,CIPATAT,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI CBS ISS,1807098,28,2
4090,PATARUMAN,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,HONDA,SCOOPY ESP,2318983,29,2
4094,TENJOLAUT,CIKALONG WETAN,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,NINJA RR,3520140,23,2
4095,CIGUGUR GIRANG,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEWSUPRA X 125 FI CW,2401074,25,2
4106,MEKARWANGI,SINDANGKERTA,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEW CBR 150R STANDAR,6341520,35,2
4107,CILANGARI,GUNUNG HALU,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,JUPITER MX CW,2500000,23,2
4109,KARANGSARI,CIPONGKOR,BANDUNG BARAT,MOTOR BEKAS,HONDA,NVARIO 125 ESP CBS,5718740,23,2
4112,CITAPEN,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEWVARIOTECHNOCBS FI,3533660,23,2
4116,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,HONDA,VARIO 150 ESP SPORTY,2361760,35,2
4117,CIRAWAMEKAR,CIPATAT,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,MIO J SPORTY,2770820,23,2
4119,PAKUHAJI,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT CW FI,1138940,23,2
4120,RENDE,CIKALONG WETAN,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NEW V-IXION(KS),5800000,23,2
4122,NANGGELENG,CIPEUNDEUY,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 125 CBS ISS,4105020,35,2
4123,PANGAUBAN,BATUJAJAR,BANDUNG BARAT,MOTOR BEKAS,HONDA,SCOOPY ESP,4449820,29,2
4124,CIBITUNG,RONGGA,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 125 ESP CBS,3882980,25,2
4128,CIPEDES,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2876800,17,2
4131,SARIWANGI,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,X - RIDE,2224963,17,2
4133,PADASUKA,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,HONDA,VARIO 125 CBS ISS,1993880,23,2
4136,PADASUKA,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,FINO FI PREMIUM,4406061,18,2
4137,CIHANJUANG RAHAYU,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FISPORTY CBSISS,2403200,24,2
4139,CIPTAGUMATI,CIKALONG WETAN,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,MX KING 150 GP MVSTR,7405620,23,2
4142,BOJONGKONENG,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,1446600,35,2
4147,SELACAU,BATUJAJAR,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEW BLADE REPSOL,2900000,23,2
4150,LAKSANAMEKAR,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,4800000,23,2
4152,CIBEBER,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,AEROX 155 VVA S,7200000,23,2
4153,CIBEBER,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,3520400,23,2
4155,SUKATANI,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,MIO M3 125,3400000,35,2
4157,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,3800000,23,2
4158,MANDALASARI,CIKALONG WETAN,BANDUNG BARAT,MOTOR BEKAS,HONDA,NVARIO 125 ESP CBS,3498600,23,2
4161,CIHIDEUNG,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,SUZUKI,SATRIA FU 150,3100000,35,2
4162,CIHIDEUNG,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,HONDA,NVARIO 125 ESP CBS,10000000,23,2
4163,BUNIJAYA,GUNUNG HALU,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,3000000,23,2
4164,LEUWIGAJAH,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,VARIO 150 ESP SPORTY,5294980,23,2
4165,CIPATIK,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI POP CW,2700000,23,2
4167,KARANGMEKAR,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,HONDA,NVARIO 125 ESP CBS,3000000,29,2
4170,CIHIDEUNG,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,AEROX 155 VVA,5800000,23,2
4171,CIBABAT,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,HONDA,ADV 150 ABS,11000000,23,2
4176,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,CBR 150 R,5900000,35,2
4178,GEGER KALONG,SUKASARI,KOTA BANDUNG,MOTOR BEKAS,HONDA,VARIO110 CBS,2400000,23,2
4180,MEKARMUKTI,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,AEROX 155 VVA S,8800000,29,2
4182,LANGENSARI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 150 ESP EXCLSV,4600000,29,2
4183,CIPAGERAN,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT FI CBS ISS,4745917,21,2
4184,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2150000,23,2
4185,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2150000,23,2
4186,GUDANGKAHURIPAN,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2800000,17,2
4188,SETIAMANAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,HONDA,NVARIO 125 ESP CBS,3700000,23,2
4189,SIRNAJAYA,GUNUNG HALU,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,7000000,23,2
4190,CELAK,GUNUNG HALU,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,FINO GRANDE 125,2245200,35,2
4191,NANGGELENG,CIPEUNDEUY,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,KLX 150 BF,9300000,17,2
4192,CIPEDES,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,AEROX 155 VVA R,3800000,17,2
4193,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,VARIO 150 ESP EXCLSV,6700000,17,2
4194,CIKAHURIPAN,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,FINO SPRT 125 BLU CR,4200000,23,2
4198,MEKARWANGI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,9500000,17,2
4199,CIPEUNDEUY,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT CBS FI,2000000,23,2
4200,CILANGARI,GUNUNG HALU,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NMAX ABS,5500000,17,2
4201,BATUJAJAR BARAT,BATUJAJAR,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FISPORTY CBSISS,2900000,23,2
4202,SIRNAJAYA,GUNUNG HALU,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 150 ESP EXCLSV,5000000,29,2
4203,CIPATAT,CIPATAT,KAB. BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2200000,23,2
4204,CIHIDEUNG,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,R15,2600000,23,2
4205,MEKARSARI,CIPONGKOR,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,GT 125,1525000,17,2
4208,SELACAU,BATUJAJAR,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,JUPITER MX KING 150,1900000,17,2
4209,PADASUKA,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,HONDA,VARIO 150 ESP SPORTY,6900000,23,2
4210,CIMERANG,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,GENIO ISS,3100000,35,2
4212,SARIJADI,SUKASARI,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,3800000,17,2
4214,BUNIJAYA,GUNUNG HALU,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEWVARIOTECHNOCBS FI,2800000,23,2
4215,WANGUNHARJA,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,R15,3300000,17,2
4217,CIPANGERAN,SAGULING,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,ALL NEW NMAX 155 ABS,6000000,23,2
4218,CITAPEN,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,HONDA,SCOOPY ESP,2800000,17,2
4220,CIHAMPELAS,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEW REVO CW,1325000,17,2
4221,CITEUREUP,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,R15,10000000,23,2
4222,CIPATAT,CIPATAT,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2700000,17,2
4224,CIGUGUR GIRANG,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,JUPITER Z1 CW,4400000,17,2
4225,MUKAPAYUNG,CILILIN,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,MIO M3 125,2600000,23,2
4226,CITATAH,CIPATAT,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,NINJA R - KR 150 L,3800000,29,2
4227,UTAMA,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,NEW V-IXION(KS),2500000,11,2
4228,ISOLA,SUKASARI,KOTA BANDUNG,MOTOR BEKAS,HONDA,CRF 150 L,10700000,23,2
4229,CIKIDANG,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,MIO J SPORTY,2200000,17,2
4230,CIBABAT,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT CW FI,3380100,23,2
4231,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,SCOOPY ESP,3800000,17,2
4232,LANGENSARI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,ABSOLUTE REVO,1100000,11,2
4234,CIPATIK,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,3100000,23,2
4235,GUNUNGMASIGIT,CIPATAT,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NEW V-IXION(KS),2700000,23,2
4236,SUKARASA,SUKASARI,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CBS,2400000,23,2
4239,SUKATANI,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT CW FI,4225000,17,2
4242,CIPATIK,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEW BLADE S 125 FI,1775000,23,2
4243,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,6000000,17,2
4245,KANANGASARI,CIKALONG WETAN,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,3700000,11,2
4246,PATARUMAN,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,5900000,23,2
4247,CIPADA,CIKALONG WETAN,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEWBEAT FICW-CBSPLUS,3800000,23,2
4248,CIPADA,CISARUA,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,5200000,23,2
4249,BAROS,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,HONDA,SCOOPY ESP,7900000,11,2
4251,CIUMBULEUIT,CIDADAP,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,JUPITER MX,4450000,11,2
4255,CIPAGERAN,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,HONDA,CBR 150 REPSOL,5900000,23,2
4256,BOJONGKONENG,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,CB 150 R STREETFIRE,3100000,35,2
4257,CIBURUY,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,NINJA 250,8700000,23,2
4258,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,SUZUKI,SATRIA FU 150,2500000,11,2
4259,GIRIASIH,BATUJAJAR,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 125 CBS ISS,2250000,23,2
4260,PASTEUR,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT CW FI,2400000,17,2
4263,GALANGGANG,BATUJAJAR,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FISPORTY CBSISS,2900000,35,2
4264,CIPEUNDEUY,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,MX KING 150 GP MVSTR,2500000,23,2
4265,WANGUNSARI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,NVARIO 125 ESP CBS,2800000,23,2
4267,SUKARESMI,RONGGA,BANDUNG BARAT,MOTOR BEKAS,HONDA,VERZA 150 CW,2000000,23,2
4268,CIKADU,SINDANGKERTA,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2000000,17,2
4269,WARGASALUYU,GUNUNG HALU,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEW BEAT STREET ESP,2700000,29,2
4270,MEKARMUKTI,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,MIO M3 125,2300000,23,2
4271,GUDANGKAHURIPAN,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT CW FI,3200000,17,2
4276,MEKARJAYA,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,JUPITER MX,1825000,17,2
4277,CIMAREME,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FISPORTY CBSISS,5700000,11,2
4278,BUDIHARJA,CILILIN,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NEW VIXION,2600000,11,2
4279,MANDALASARI,CIPATAT,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,R15 GP MOVISTAR,4200000,23,2
4282,BATUJAJAR TIMUR,BATUJAJAR,BANDUNG BARAT,MOTOR BEKAS,HONDA,NVARIO 125 ESP CBS,3700000,17,2
4283,CIPATIK,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FISPORTY CBSISS,2800000,29,2
4284,GUDANGKAHURIPAN,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,5000000,35,2
4287,CIHANJUANG,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEW BLADE CW,1500000,12,2
4288,SAGULING,SAGULING,BANDUNG BARAT,MOTOR BEKAS,HONDA,SCOOPY ESP,8500000,11,2
4289,CIPAGERAN,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,HONDA,CRF 150 L,20200000,23,2
4290,PADASUKA,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,HONDA,SCOOPY ESP,2500000,23,2
4291,BATUJAJAR BARAT,BATUJAJAR,BANDUNG BARAT,MOTOR BEKAS,HONDA,SCOOPY ESP,6900000,23,2
4295,HEGARMANAH,CIDADAP,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FISPORTY CBSISS,4100000,23,2
4297,CIRAWAMEKAR,CIPATAT,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NEW V-IXION KS SE,2900000,23,2
4299,CITAPEN,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEWVARIOTECHNOCBS FI,5300000,17,2
4301,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,N-MAX,6950000,23,2
4302,KARANGMEKAR,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,HONDA,NEW BEAT STREET ESP,1600000,11,2
4305,CIBODAS,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT CW FI,1400000,11,2
4306,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,NEW V-IXION KS SE,2300000,11,2
4310,KANANGASARI,CIKALONG WETAN,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEW BLADE REPSOL,2600000,17,2
4313,LEUWIGAJAH,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT CW FI,2125000,23,2
4314,SUKAHAJI,CIPEUNDEUY,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEW VARIO TECHNO CBS,3700000,11,2
4315,CIBOGO,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,AEROX 155 VVA,2900000,11,2
4318,CIHANJUANG RAHAYU,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEWVARIOTECHNOCBS FI,3225000,11,2
4324,CITEUREUP,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,JUPITER MX KING 150,8900000,11,2
4325,CILANGARI,GUNUNG HALU,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,ALL NEW NMAX 155 CON,12100000,11,2
4326,NYENANG,CIPEUNDEUY,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,6600000,23,2
4328,SADANG SERANG,COBLONG,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,MIO S,1900000,23,2
4329,BUDIHARJA,CILILIN,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,5600000,17,2
4330,MANDALASARI,CIKALONG WETAN,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,4700000,35,2
4331,MARGAJAYA,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,MX KING 150 GP MVSTR,2000000,23,2
4333,MARGAJAYA,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,CRF 150 L,14300000,17,2
4334,GEGER KALONG,SUKASARI,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT CW FI,1100000,11,2
4335,MANDALASARI,CIPATAT,BANDUNG BARAT,MOTOR BEKAS,HONDA,CBR 150 REPSOL,7900000,35,2
4337,MEKARJAYA,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CBS,2700000,17,2
4338,CIHIDEUNG,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,9500000,17,2
4341,CIMAREME,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,4100000,23,2
4343,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,NEW BEAT STREET ESP,5100000,11,2
4344,CITEUREUP,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,HONDA,PCX150,4500000,23,2
4346,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,FINO PREM 125 BLU CR,2100000,17,2
4351,TUGUMUKTI,CISARUA,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 150 ESP SPORTY,2800000,35,2
4355,RAJAMANDALA KULON,CIPATAT,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,LEXI,3000000,35,2
4359,MEKARJAYA,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,SUZUKI,SATRIA FU 150,2000000,17,2
4364,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,FINO FI PREMIUM,1450000,23,2
4367,CIUMBULEUIT,CIDADAP,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FISPORTY CBSISS,2000000,23,2
4370,ISOLA,SUKASARI,KOTA BANDUNG,MOTOR BEKAS,HONDA,CB 150 R STREETFIRE,3600000,35,2
4386,NANGGELENG,CIPEUNDEUY,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT CW FI,2375000,35,2
4392,CANGKORAH,BATUJAJAR,BANDUNG BARAT,MOTOR BEKAS,HONDA,MEGA PRO CW,1900000,35,2
4393,CIBEDUG,RONGGA,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT CW,2900000,35,2
4394,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,NEW BEAT STREET ESP,3700000,35,2
4399,SIRNAGALIH,CIPONGKOR,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 125 CBS ISS,2500000,35,2
4401,SELACAU,BATUJAJAR,BANDUNG BARAT,MOTOR BEKAS,HONDA,SCOOPY,1321939,31,2
4402,CIPAGERAN,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,JUPITER Z CW,1726321,21,2
4403,BAROS,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT CW FI,3877280,35,2
4405,PADALARANG,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,FINO CLASSIC,1493702,29,2
4410,KARANGTANJUNG,CILILIN,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,R15,6001054,29,2
4411,CIPAGERAN,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT FI CBS ISS,2416628,29,2
4412,SETIAMANAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,HONDA,VERZA 150 CW,1419027,35,2
4413,CIUMBULEUIT,CIDADAP,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,R15,3219354,30,2
4416,MEKARJAYA,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,NEW NINJA 150 RR,5892282,31,2
4420,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEW BEAT STREET ESP,2978276,28,2
4421,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI CBS ISS,3130650,27,2
4423,SINGAJAYA,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NMAX ABS,6333182,30,2
4424,SIRNAJAYA,GUNUNG HALU,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEW VARIO TECHNO FI,1524582,20,2
4427,BOJONGSALAM,RONGGA,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,X - RIDE,2559480,35,2
4430,KERTAMULYA,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,3542700,35,2
4434,SARINAGEN,CIPONGKOR,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NEW V-IXION(KS),5497380,20,2
4436,SUKARESMI,RONGGA,BANDUNG BARAT,MOTOR BEKAS,HONDA,CB 150 R STREETFIRE,3981360,35,2
4437,KERTAJAYA,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,D-TRACKER 150 SE,9159060,23,2
4438,SINDANGJAYA,GUNUNG HALU,BANDUNG BARAT,MOTOR BEKAS,HONDA,SONIC 150 R,2638660,23,2
4439,CIPAGERAN,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,HONDA,NVARIO 125 ESP CBS,2940040,23,2
4440,SUNTENJAYA,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,11463480,23,2
4441,PADAASIH,CISARUA,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEW REVO CW,1006040,23,2
4442,SITUWANGI,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FISPORTY CBSISS,2079820,23,2
4445,UTAMA,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,VARIO 150 ESP SPORTY,3052440,23,2
4448,GIRIMUKTI,CIPONGKOR,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,NEW NINJA 250SE+ABS,14242470,26,2
4451,PATARUMAN,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT CW FI,3172794,27,2
4454,CIPTAGUMATI,CIKALONG WETAN,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2851340,23,2
4455,CIWARUGA,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,4400000,23,2
4456,SETIAMANAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,HONDA,VARIO 150 ESP EXCLSV,2329540,23,2
4457,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2750000,29,2
4465,CIHANJUANG RAHAYU,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,R15,8900000,35,2
4467,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEW REVO FI SW,1900000,17,2
4469,PANGAUBAN,BATUJAJAR,BANDUNG BARAT,MOTOR BEKAS,HONDA,NVARIO 125 ESP CBS,2598900,35,2
