NO,KELURAHAN,KECAMATAN,KABUPATEN,OBJECT,MERK,JENIS,DP NET,TENOR,f_cluster
6599,PATARUMAN,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,HONDA,SCOOPY ESP,2600000,35,2
6600,LANGENSARI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,CBR 150 R,7800000,23,2
6601,SUKAHAJI,CIPEUNDEUY,BANDUNG BARAT,MOTOR BEKAS,HONDA,NVARIO 125 ESP CBS,3000000,17,2
6602,CANGKORAH,BATUJAJAR,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,D-TRACKER 150,3800000,29,2
6604,SUKAJAYA,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FISPORTY CW ESP,3200000,35,2
6605,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT ESP CBS ISS DLX,2600000,17,2
6606,CIPADA,CISARUA,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2000000,23,2
6607,SUKABUNGAH,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,N-MAX,4600000,17,2
6608,CIPTAGUMATI,CIKALONG WETAN,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI CBS ESP PLUS,1500000,29,2
6609,CIKIDANG,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT CW FI,3200000,23,2
6610,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,MIO M3 125,6200000,11,2
6611,TENJOLAUT,CIKALONG WETAN,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,NINJA RR,7600000,11,2
6612,SIRNARAJA,CIPEUNDEUY,KAB. BANDUNG,MOTOR BEKAS,HONDA,VARIO 150 ESP SPORTY,2800000,17,2
6613,CIKALONG,CIKALONG WETAN,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NEW MIO GT,825000,11,2
6615,PATARUMAN,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CBS,1300000,11,2
6616,CITEUREUP,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,HONDA,NEW BEAT STREET ESP,2700000,17,2
6618,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,HONDA,NEW BEAT STREET ESP,6900000,17,2
6619,CIKANDE,SAGULING,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,MIO M3 125,2000000,17,2
6622,KERTAJAYA,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FISPORTY CBSISS,2800000,23,2
6625,NANGGELENG,CIPEUNDEUY,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,KLX 150 BF,4700000,17,2
6626,CITAPEN,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,X - RIDE,1625000,11,2
6628,BOJONG,RONGGA,BANDUNG BARAT,MOTOR BEKAS,HONDA,SCOOPY ESP,2900000,17,2
6629,CIHAMPELAS,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CBS,6700000,17,2
6630,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,SCOOPY ESP,3500000,23,2
6633,SUKAJAYA,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,KLX 150 BF,12200000,17,2
6636,CIMERANG,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI POP CW,2400000,17,2
6637,DAGO,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,SCOOPY ESP,1900000,11,2
6638,CIKOLE,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,SCOOPY ESP,2700000,35,2
6639,PAGERWANGI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,NINJA SS,2700000,17,2
6640,SETIAMANAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,HONDA,SCOOPY ESP,3400000,17,2
6641,CIBABAT,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2500000,23,2
6642,BOJONGKONENG,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,1700000,23,2
6643,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT FISPORTY CBSISS,5300000,11,2
6645,CIBEBER,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,NEW BEAT STREET ESP,4600000,23,2
6646,PAGERWANGI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,KLX 150 BF SE,4900000,17,2
6647,CIPEUNDEUY,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEW VARIO TECHNO FI,2000000,12,2
6648,CIBODAS,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,ALL NEW NMAX 155,5700000,29,2
6649,KANANGASARI,CIKALONG WETAN,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,5500000,23,2
6650,CILILIN,CILILIN,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEWVARIOTECHNOCBS FI,1800000,11,2
6651,GUDANGKAHURIPAN,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,CRF 150 L,9300000,23,2
6652,KARANGTANJUNG,CILILIN,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,3200000,29,2
6653,GANJARSARI,CIKALONG WETAN,BANDUNG BARAT,MOTOR BEKAS,HONDA,CBR 150 R,2800000,29,2
6654,MANDALAWANGI,CIPATAT,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2400000,17,2
6655,MANDALASARI,CIKALONG WETAN,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FISPORTY CBSISS,5000000,11,2
6656,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,ALL NEW NMAX 155,7000000,23,2
6657,CIPAGERAN,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT CW FI,1400000,23,2
6659,TAMANJAYA,GUNUNG HALU,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,3500000,35,2
6660,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,SCOOPY ESP,7900000,11,2
6661,CITAPEN,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,HONDA,SCOOPY ESP,2700000,23,2
6662,RENDE,CIKALONG WETAN,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,MIO Z 125,2825000,17,2
6663,UTAMA,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,NEW BLADE REPSOL,825000,11,2
6664,CITEUREUP,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT FI SPORTY CBS,3400000,11,2
6665,LEUWIGAJAH,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,NVARIO 125 ESP CBS,3100000,17,2
6666,SUKAGALIH,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,VARIO 150 ESP SPORTY,3000000,17,2
6667,PADALARANG,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,2700000,23,2
6668,PADASUKA,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,HONDA,NEW SCOOPY SPORTY,2700000,11,2
6669,CIPAGERAN,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT CW FI,2000000,11,2
6670,CINENGAH,RONGGA,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,XABRE,13700000,23,2
6671,PANGAUBAN,BATUJAJAR,BANDUNG BARAT,MOTOR BEKAS,HONDA,SCOOPY ESP,3000000,23,2
6672,GALANGGANG,BATUJAJAR,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2600000,17,2
6676,ISOLA,SUKASARI,KOTA BANDUNG,MOTOR BEKAS,HONDA,VARIO110 CBS ADV,1800000,11,2
6678,TANJUNG WANGI,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 150 ESP EXCLSV,2100000,17,2
6679,BATUJAJAR BARAT,BATUJAJAR,BANDUNG BARAT,MOTOR BEKAS,HONDA,SCOOPY ESP,7600000,11,2
6680,KERTAMULYA,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,3200000,23,2
6685,PATARUMAN,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEWBEAT FICW-CBSPLUS,4300000,17,2
6686,MEKARSARI,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,ALL NEW NMAX 155,8800000,11,2
6687,KERTAMULYA,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,SONIC 150 R,2500000,23,2
6688,CIBEBER,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,VARIO 150 ESP EXCLSV,3100000,18,2
6689,CIPEDES,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2500000,23,2
6690,KAYUAMBON,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI POP CW ESP,1800000,23,2
6691,KARYAWANGI,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FISPORTY CBSISS,2350000,35,2
6692,BOJONGKONENG,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,AEROX 155 VVA,9500000,17,2
6693,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,VARIO 125 ESP CBS,5600000,17,2
6695,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,ALL NEW X-RIDE 125,1800000,11,2
6696,DAGO,COBLONG,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,MIO Z 125,1500000,11,2
6698,PAGERWANGI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,XEON CW 125,1300000,23,2
6700,GADOBANGKONG,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,PCX150,21000000,11,2
6701,GUNUNGHALU,GUNUNG HALU,BANDUNG BARAT,MOTOR BEKAS,HONDA,NVARIO 125 ESP CBS,3700000,11,2
6702,PAGERWANGI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CBS,2100000,23,2
6703,KERTAWANGI,CISARUA,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT CW FI,2000000,11,2
6705,CIBOGO,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI CBS ESP PLUS,1500000,17,2
6707,CEMPAKAMEKAR,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,3000000,17,2
6710,BATUJAJAR BARAT,BATUJAJAR,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CBS,2900000,23,2
6712,CIMERANG,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,PCX150,9500000,23,2
6713,MUKAPAYUNG,CILILIN,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,5000000,11,2
6714,JAYAGIRI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI CBS ESP PLUS,3600000,17,2
6716,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,SUZUKI,GSX R 150,3000000,35,2
6718,TAMANJAYA,GUNUNG HALU,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,MIO M3 125,1700000,35,2
6719,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT FISPORTY CW ESP,1100000,11,2
6720,CIPEDES,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,NEW BLADE REPSOL,1425000,11,2
6721,CIKOLE,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2300000,17,2
6722,MEKARMUKTI,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,ALL NEW NMAX 155,6000000,23,2
6724,RENDE,CIKALONG WETAN,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FISPORTY CBSISS,4000000,11,2
6725,MEKARWANGI,SINDANGKERTA,KAB. BANDUNG,MOTOR BEKAS,YAMAHA,JUPITER MX,2025000,17,2
6726,SUNTENJAYA,LEMBANG,KAB. BANDUNG,MOTOR BEKAS,HONDA,NEWVARIOTECHNOCBS FI,3000000,17,2
6727,SARIJADI,SUKASARI,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,SOUL GT 125 AKS,1800000,17,2
6732,MARGAJAYA,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,NVARIO 125 ESP CBS,3300000,11,2
6733,CIPATIK,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,ALL NEW BYSON F1,2100000,29,2
6734,CIBEBER,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT FISPORTY CBSISS,2700000,35,2
6736,PAGERWANGI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NEW V-IXION(KS),2100000,23,2
6739,GUNUNGHALU,GUNUNG HALU,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2400000,23,2
6740,BOJONG,RONGGA,BANDUNG BARAT,MOTOR BEKAS,HONDA,GENIO CBS,2000000,23,2
6741,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,XABRE,3700000,11,2
6743,CIPEDES,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CBS,3500000,35,2
6745,SUKATANI,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,12400000,23,2
6747,SAGULING,SAGULING,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FISPORTY CBSISS,4200000,17,2
6748,TANJUNG WANGI,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,3300000,17,2
6749,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,MX KING 150 GP MVSTR,4700000,11,2
6750,SARIMUKTI,CIPATAT,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 150 ESP SPORTY,3400000,23,2
6751,MEKARMUKTI,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 150 ESP SPORTY,3800000,23,2
6752,BATUJAJAR TIMUR,BATUJAJAR,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,3200000,17,2
6753,SUKAGALIH,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,VERZA 150 CW,2500000,11,2
6754,MEKARWANGI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,SCOOPY ESP,4400000,11,2
6757,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,FREEGO S,3650000,23,2
6758,CIPATIK,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,FINO PREM 125 BLU CR,1900000,35,2
6759,PADASUKA,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,HONDA,NEW VARIO TECHNO FI,3200000,11,2
6760,GADOBANGKONG,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,NVARIO 125 ESP CBS,7400000,11,2
6761,PADALARANG,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,4100000,23,2
6762,SUKATANI,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEW SCOOPY SPORTY,4000000,23,2
6763,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,SUZUKI,SATRIA FU 150,2800000,23,2
6764,LANGENSARI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,4200000,23,2
6765,DAGO,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,5900000,23,2
6766,MEKARMUKTI,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,SUZUKI,SATRIA FU 150 SCDZ,5600000,23,2
6767,CITATAH,CIPATAT,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FISPORTY CBSISS,3000000,23,2
6768,RENDE,CIKALONG WETAN,BANDUNG BARAT,MOTOR BEKAS,HONDA,CRF 150 L,7600000,29,2
6769,GADOBANGKONG,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,1700000,17,2
6770,GALANGGANG,BATUJAJAR,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NEW AEROX 155 C,11000000,17,2
6771,CIBEBER,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,CB 150 R STREETFIRE,2200000,17,2
6772,CIHAMPELAS,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEW MEGA PRO CW,2300000,11,2
6775,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2350000,11,2
6776,WANGUNJAYA,CIKALONG WETAN,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2900000,11,2
6777,PADASUKA,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT CW FI,1400000,17,2
6778,PANGAUBAN,BATUJAJAR,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2600000,35,2
6779,JAYAMEKAR,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,XABRE,2750000,17,2
6780,RENDE,CIKALONG WETAN,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,AEROX 155 VVA,3800000,23,2
6784,CIROYOM,CIPEUNDEUY,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,3600000,29,2
6785,SETIAMANAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,JUPITER MX,1800000,11,2
6787,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 125 ESPCBS ISS,3900000,35,2
6788,GALANGGANG,BATUJAJAR,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 125 ESPCBS ISS,6300000,17,2
6789,CIPTAGUMATI,CIKALONG WETAN,BANDUNG BARAT,MOTOR BEKAS,HONDA,CBR 150 R,8200000,11,2
6790,CIPATAT,CIPATAT,BANDUNG BARAT,MOTOR BEKAS,HONDA,SONIC 150 R,2700000,23,2
6791,BOJONG,RONGGA,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,JUPITER MX KING 150,3200000,17,2
6792,UTAMA,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,ALL NEW NMAX 155 CON,7500000,17,2
6793,NANGGELENG,CIPEUNDEUY,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,1700000,23,2
6794,MUKAPAYUNG,CILILIN,BANDUNG BARAT,MOTOR BEKAS,HONDA,NBEAT FI CW + SPORTY,2300000,17,2
6798,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 150 ESP SPORTY,10600000,17,2
6799,BAROS,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,HONDA,VARIO 150 ESP EXCLSV,4000000,17,2
6800,MEKARSARI,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,SONIC 150 R,2500000,29,2
6801,MEKARMUKTI,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEW REVO FI FIT,1625000,17,2
6802,MEKARSARI,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2300000,17,2
6803,CINTAASIH,CIPONGKOR,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NEW V-IXION ADV,2100000,23,2
6805,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT FISPORTY CBSISS,2300000,17,2
6807,SUKAHAJI,CIPEUNDEUY,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FISPORTY CBSISS,3400000,23,2
6808,KERTAMULYA,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,8000000,35,2
6809,NGAMPRAH,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,JUPITER MX CW,2800000,11,2
6810,KAYUAMBON,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,R25 ABS,8100000,23,2
6811,CIRAWAMEKAR,CIPATAT,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,5600000,23,2
6812,BATUJAJAR TIMUR,BATUJAJAR,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,R15,2600000,23,2
6815,PADASUKA,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2000000,12,2
6816,CIGUGUR GIRANG,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,HONDA,SCOOPY ESP,6100000,29,2
6817,CANGKORAH,BATUJAJAR,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,8200000,23,2
6818,MANDALAMUKTI,CIKALONG WETAN,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2500000,17,2
6821,UTAMA,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,MIO M3 125,2400000,23,2
6822,MEKARSARI,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,SUZUKI,SATRIA FU 150,2400000,17,2
6824,LEUWIGAJAH,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,NEW BEAT STREET ESP,2800000,17,2
6825,HEGARMANAH,CIDADAP,KOTA BANDUNG,MOTOR BEKAS,KAWASAKI,BAJAJ PULSAR 200NS,1800000,17,2
6827,CIPADA,CISARUA,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,JUPITER MX KING 150,7000000,17,2
6828,SUKATANI,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT CW FI,6000000,11,2
6830,PAGERWANGI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FISPORTY CBSISS,2400000,23,2
6831,SUKARASA,SUKASARI,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2200000,23,2
6835,PADASUKA,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,SOUL GT 125 AKS,1800000,23,2
6837,CIKALONG,CIKALONG WETAN,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEW CBR 150R STANDAR,5300000,23,2
6838,CIPTAGUMATI,CIKALONG WETAN,BANDUNG BARAT,MOTOR BEKAS,HONDA,NVARIO 125 ESP CBS,3300000,35,2
6840,LEUWIGAJAH,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,VARIO 150 ESP EXCLSV,9000000,23,2
6841,CIBABAT,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,VEGA RR,2100000,11,2
6842,SARIWANGI,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2000000,29,2
6843,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEWBEAT FICW-CBSPLUS,2500000,17,2
6844,KARANGTANJUNG,CILILIN,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,5700000,23,2
6845,CIRAWAMEKAR,CIPATAT,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FISPORTY CBSISS,2600000,23,2
6846,LAKSANAMEKAR,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CBS,4700000,17,2
6847,BATUJAJAR TIMUR,BATUJAJAR,BANDUNG BARAT,MOTOR BEKAS,HONDA,ABSOLUTE REVO,3700000,11,2
6848,PATARUMAN,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2700000,11,2
6850,BATULAYANG,CILILIN,BANDUNG BARAT,MOTOR BEKAS,HONDA,PCX150,4500000,17,2
6851,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,CB 150 R,2500000,23,2
6852,SUKAJAYA,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2100000,23,2
6853,LEUWIGAJAH,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2100000,11,2
6855,SETIAMANAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,HONDA,NEW VARIO TECHNO FI,2000000,11,2
6857,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT CW FI,1200000,17,2
6858,UTAMA,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,LEXI,4900000,23,2
6861,PADAASIH,CISARUA,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,3000000,18,2
6863,CIBURUY,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT CW FI,1900000,23,2
6864,HEGARMANAH,CIDADAP,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2200000,23,2
6868,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,4000000,23,2
6870,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2700000,17,2
6871,SETIAMANAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,N-MAX,16800000,11,2
6873,UTAMA,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,NEW VIXION,3600000,17,2
6874,CIPATAT,CIPATAT,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEW CBR 150R STANDAR,4800000,23,2
6876,CISOMANG BARAT,CIKALONG WETAN,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2800000,11,2
6878,CIKAHURIPAN,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI POP CW ESP,1400000,35,2
6879,CIBURUY,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,SCOOPY ESP,3200000,23,2
6881,KERTAMUKTI,CIPATAT,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,MIO M3 125,2600000,17,2
6883,SUKAMANAH,RONGGA,BANDUNG BARAT,MOTOR BEKAS,HONDA,REVO FIT,1700000,23,2
6884,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI POP CW,2000000,23,2
6885,CIWARUGA,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,AEROX 155 VVA,5700000,11,2
