NO,KELURAHAN,KECAMATAN,KABUPATEN,OBJECT,MERK,JENIS,DP NET,TENOR,f_cluster
214,CIPAGANTI,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,NEW PCX 150 ABS,5000000,35,2
215,JAYAGIRI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEWVARIOTECHNOCBS FI,3800000,35,1
216,GUDANGKAHURIPAN,LEMBANG,BANDUNG BARAT,MOTOR BARU,HONDA,NEW BEAT STREET ESP,2800000,34,2
217,CIPAGANTI,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT FI SPORTY CW,4327535,26,2
218,CIHANJUANG RAHAYU,PARONGPONG,BANDUNG BARAT,MOTOR BARU,YAMAHA,AEROX 155 VVA,3953754,24,2
219,SUKABUNGAH,SUKAJADI,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2800000,34,2
220,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,GENIO ISS,4079350,25,2
221,CIGUGUR GIRANG,PARONGPONG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,3400000,23,2
222,SUKAJAYA,LEMBANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,8900000,35,2
223,CIUMBULEUIT,CIDADAP,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT CBS FI,3400000,32,2
224,SEKELOA,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT CW FI,1700000,23,1
225,SUKAJAYA,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEWVARIOTECHNOCBS FI,3050000,23,1
226,LEDENG,CIDADAP,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FISPORTY CBSISS,3600000,17,1
227,CIHANJUANG RAHAYU,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,1750000,23,1
228,GUDANGKAHURIPAN,LEMBANG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,3600000,23,2
229,CIKOLE,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,MIO CW GARNISH,2656019,14,1
230,SARIJADI,SUKASARI,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT FISPORTY CBSISS,4762849,22,2
231,SADANG SERANG,COBLONG,KOTA BANDUNG,MOTOR BARU,YAMAHA,N-MAX,4900000,35,2
232,BOJONGKONENG,NGAMPRAH,KAB. BANDUNG,MOTOR BARU,KAWASAKI,KLX 150 G,9300000,35,2
233,CIMAREME,NGAMPRAH,KAB. BANDUNG,MOTOR BEKAS,YAMAHA,R15,5000000,35,1
234,SEKELOA,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,1900000,33,2
235,DAGO,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,1900000,35,2
236,KAYUAMBON,LEMBANG,KAB. BANDUNG,MOTOR BEKAS,PIAGGIO,SPRINT 150 3V IE,3207000,29,1
237,CIHIDEUNG,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FISPORTY CBSISS,1308960,35,1
238,SADANG SERANG,COBLONG,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,AEROX 155 VVA S,6700000,35,2
239,GUNUNGMASIGIT,CIPATAT,KAB. BANDUNG,MOTOR BARU,KAWASAKI,KLX 150 G,6400000,35,2
240,CIPEDES,SUKAJADI,KOTA BANDUNG,MOTOR BARU,HONDA,VARIO 150 ESP SPORTY,14200000,35,2
241,LAKSANAMEKAR,PADALARANG,KAB. BANDUNG,MOTOR BARU,KAWASAKI,KLX 150 BF SE EXT,10000000,29,2
242,MELONG,CIMAHI SELATAN,KOTA BANDUNG,MOTOR BARU,PIAGGIO,VESPA LX 125 I-GET,8000000,33,2
243,CIBODAS,LEMBANG,BANDUNG BARAT,MOTOR BARU,KAWASAKI,NINJA 250,22000000,35,2
244,CIUMBULEUIT,CIDADAP,KOTA BANDUNG,MOTOR BARU,PIAGGIO,PRIMAVERA 150 ABS,13000000,21,1
245,CIPEDES,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,CBR 150 R,11475000,17,1
246,SETIAMANAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2800000,17,2
247,CIKAHURIPAN,LEMBANG,BANDUNG BARAT,MOTOR BARU,PIAGGIO,PRIMAVERA 150 ABS,9400000,33,2
248,SADANG SERANG,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,NSCOOPY FI SPRT MTRO,4100000,33,2
249,SUKAJAYA,LEMBANG,KAB. BANDUNG,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,4300000,33,2
250,CIHIDEUNG,PARONGPONG,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 125 ESPCBS ISS,4400000,35,2
251,LEUWIGAJAH,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,KAWASAKI,W175 TR SE,7900000,23,1
252,LEBAK GEDE,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,VARIO 125 ESPCBS ISS,7900000,35,1
253,LEBAK GEDE,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,NEW BEAT STREET ESP,4450000,35,1
254,PADALARANG,PADALARANG,KAB. BANDUNG,MOTOR BARU,KAWASAKI,W175 TR SE,8200000,23,1
255,PADAASIH,CISARUA,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2100000,35,2
256,SARIJADI,SUKASARI,KOTA BANDUNG,MOTOR BARU,KAWASAKI,KLX 150 BF SE EXT,15000000,23,2
257,HEGARMANAH,CIDADAP,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT FISPORTY CBSISS,3000000,22,2
258,CIPADA,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,KAWASAKI,KLX 150 BF SE EXT,6000000,11,1
259,SUKAWARNA,SUKAJADI,KOTA BANDUNG,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,4600000,33,2
260,CIPATIK,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 125 CBS ISS,5000000,35,2
261,KERTAMULYA,PADALARANG,BANDUNG BARAT,MOTOR BARU,KAWASAKI,KLX 150 G,4800000,35,2
262,CIUMBULEUIT,CIDADAP,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,MIO M3 125,2000000,15,1
263,CIPAGERAN,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,HONDA,NEW SCOOPY SPORTY,5000000,33,2
264,SARIWANGI,PARONGPONG,BANDUNG BARAT,MOTOR BARU,YAMAHA,N-MAX,4500000,33,2
265,CIPEDES,SUKAJADI,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT FI SPORTY CW,1800000,35,2
266,SARIJADI,SUKASARI,KOTA BANDUNG,MOTOR BEKAS,HONDA,VARIO 125ESP CBS ISS,3000000,35,1
267,LEDENG,CIDADAP,KOTA BANDUNG,MOTOR BARU,HONDA,NEW BEAT STREET ESP,2000000,33,2
268,SADANG SERANG,COBLONG,KOTA BANDUNG,MOTOR BARU,YAMAHA,N-MAX,6500000,35,2
269,MARGA LAKSANA,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 125 CBS ISS,3000000,35,2
270,SUKAGALIH,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,VARIO 125 CBS ISS,2900000,35,1
271,CITEUREUP,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,HONDA,SCOOPY ESP,2200000,35,2
272,CIPEDES,SUKAJADI,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT FISPORTY CBSISS,1593963,30,2
273,LEDENG,CIDADAP,KOTA BANDUNG,MOTOR BARU,YAMAHA,AEROX 155 VVA,4257675,29,2
274,HEGARMANAH,CIDADAP,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,MIO SOUL GT,574029,27,1
275,WANGUNHARJA,LEMBANG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT CW FI,4038703,24,2
276,DAGO,COBLONG,KOTA BANDUNG,MOTOR BARU,YAMAHA,R15,5616300,30,2
277,DAGO,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,GENIO CBS,642339,32,2
278,SARIWANGI,PARONGPONG,BANDUNG BARAT,MOTOR BARU,YAMAHA,N-MAX,3847185,31,2
279,CIBODAS,LEMBANG,BANDUNG BARAT,MOTOR BARU,HONDA,NEW BEAT STREET ESP,4000000,35,1
280,CIKOLE,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT CW FI,3400000,35,2
281,SUKABUNGAH,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,SCOOPY,1446414,30,1
282,SUKAWARNA,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,CBR 150 RC,12864350,32,2
283,LEDENG,CIDADAP,KOTA BANDUNG,MOTOR BARU,YAMAHA,LEXI,5087319,25,2
284,CIKAHURIPAN,LEMBANG,BANDUNG BARAT,MOTOR BARU,HONDA,SCOOPY ESP,3629212,26,1
285,SUNTENJAYA,LEMBANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,AEROX 155 VVA,6102769,25,2
286,LANGENSARI,LEMBANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,AEROX 155 VVA,4721609,28,2
287,CIWARUGA,PARONGPONG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,5600000,35,2
288,SARIJADI,SUKASARI,KOTA BANDUNG,MOTOR BARU,HONDA,CRF 150 L,9500000,35,2
289,CIBOGO,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT CW FI,2065623,27,1
290,LEBAK GEDE,COBLONG,KOTA BANDUNG,MOTOR BARU,YAMAHA,N-MAX,6440795,25,2
291,PASIRKALIKI,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT FISPORTY CBSISS,3150000,35,2
292,CIPEDES,SUKAJADI,KOTA BANDUNG,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,5000000,23,2
293,CIUMBULEUIT,CIDADAP,KOTA BANDUNG,MOTOR BARU,HONDA,CBR 150 R,13235142,21,2
294,WANGUNSARI,LEMBANG,KAB. BANDUNG,MOTOR BARU,HONDA,NEW SCOOPY STYLISH,4100000,33,2
295,SADANG SERANG,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,1740601,32,2
296,SARIWANGI,PARONGPONG,KAB. BANDUNG,MOTOR BARU,HONDA,BEAT CBS FI,3400000,35,2
297,CIHIDEUNG,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,KLX 150 G,7700000,35,1
298,CEMPAKAMEKAR,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,KLX 150 S,5100000,23,1
299,CIPADA,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,YAMAHA,AEROX 155 VVA,5100000,33,2
300,JAYAGIRI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,NVARIO 125 ESP CBS,5100000,29,1
301,ISOLA,SUKASARI,KOTA BANDUNG,MOTOR BARU,HONDA,VARIO 150 ESP EXCLSV,5000000,33,2
302,CIUMBULEUIT,CIDADAP,KOTA BANDUNG,MOTOR BARU,HONDA,NEW BEAT STREET ESP,3000000,23,1
303,SUKABUNGAH,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,VARIO 125 ESP CBS,3683169,17,1
304,SUKAWARNA,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,VARIO 150 ESP EXCLSV,2780508,33,1
305,SADANG SERANG,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,NEW BEAT STREET ESP,2700000,33,2
306,WANGUNHARJA,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,CB 150 R STREETFIRE,2500000,29,2
307,CIUMBULEUIT,CIDADAP,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,N-MAX,3100000,35,1
308,HEGARMANAH,CIDADAP,KOTA BANDUNG,MOTOR BARU,YAMAHA,ALL NEW NMAX 155 CON,4700000,35,2
309,LEMBANG,LEMBANG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2800000,34,2
310,CIHIDEUNG,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,HONDA,NVARIO 125 ESP CBS,2900000,23,1
311,LEDENG,CIDADAP,KOTA BANDUNG,MOTOR BARU,HONDA,VARIO 125 CBS ISS,5500000,35,2
312,LEMBANG,LEMBANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,3800000,33,2
313,CIKAHURIPAN,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,5400000,23,1
314,WANGUNSARI,LEMBANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,N-MAX,10911430,20,2
315,GEGER KALONG,SUKASARI,KOTA BANDUNG,MOTOR BARU,HONDA,VARIO 125 ESP CBS,8737814,18,1
316,UTAMA,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT CBS FI,5482077,19,2
317,CITEUREUP,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT FISPORTY CBSISS,7378551,17,2
318,CIKIDANG,LEMBANG,BANDUNG BARAT,MOTOR BARU,HONDA,SCOOPY FI CLASSIC,11840065,9,1
319,TENJOLAUT,CIKALONG WETAN,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2400000,35,2
320,GUNUNGMASIGIT,CIPATAT,BANDUNG BARAT,MOTOR BARU,KAWASAKI,KLX 150 G,7000000,35,2
321,CILAME,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 150 ESP SPORTY,2600000,33,2
322,GUDANGKAHURIPAN,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 150 ESP EXCLSV,1957260,35,1
323,KAYUAMBON,LEMBANG,BANDUNG BARAT,MOTOR BARU,HONDA,SCOOPY FI CLASSIC,4768753,23,1
324,DAGO,COBLONG,KOTA BANDUNG,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,7400000,33,2
325,SADANG SERANG,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FISPORTY CBSISS,2681667,27,1
326,SUKARASA,SUKASARI,KOTA BANDUNG,MOTOR BEKAS,HONDA,CB 150 R,2855000,23,1
327,DAGO,COBLONG,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,N-MAX,5075000,17,1
328,CIWARUGA,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,PIAGGIO,VESPA GTS 150 3V IE,16350186,14,1
329,SARIJADI,SUKASARI,KOTA BANDUNG,MOTOR BEKAS,HONDA,VARIO 150 ESP EXCLSV,4512264,27,1
330,PASIRLANGU,CISARUA,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,5500000,34,2
331,CIMAHI,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,KAWASAKI,KLX 150 BF,12748409,26,2
332,SEKELOA,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT FISPORTY CBSISS,5000000,32,2
333,ISOLA,SUKASARI,KOTA BANDUNG,MOTOR BEKAS,KAWASAKI,NINJA 150 RR SE,13552737,19,1
334,CIBABAT,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,HONDA,NEW SCOOPY SPORTY,4100000,22,1
335,DAGO,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,VARIO 150 ESP EXCLSV,3800000,35,1
336,SETIAMANAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,HONDA,NEW BEAT STREET ESP,2400000,17,1
337,JAYAMEKAR,PADALARANG,BANDUNG BARAT,MOTOR BARU,KAWASAKI,W175 TR SE,6600000,33,2
338,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,NEW SCOOPY STYLISH,4300000,17,2
339,CIPEDES,SUKAJADI,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,3000000,22,2
340,SADANG SERANG,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2800000,22,2
341,SADANG SERANG,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,NEW BEAT STREET ESP,3000000,17,1
342,PADASUKA,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,AEROX 155 VVA S,3500000,23,1
343,SARIJADI,SUKASARI,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FISPORTY CBSISS,2000000,17,1
344,SARIJADI,SUKASARI,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,3400000,33,2
345,SEKELOA,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,ADV 150 CBS,7500000,33,2
346,LEMBANG,LEMBANG,BANDUNG BARAT,MOTOR BARU,KAWASAKI,KLX 150 BF SE EXT,10500000,23,2
347,PADASUKA,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,YAMAHA,LEXI,3900000,29,2
348,DAGO,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT ESP CBS ISS DLX,2650000,23,1
349,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,1925000,11,1
350,GEGER KALONG,SUKASARI,KOTA BANDUNG,MOTOR BEKAS,PIAGGIO,SPRINT 150 3V IE,15000000,17,1
351,DAGO,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,1075000,23,1
352,CIHANJUANG RAHAYU,PARONGPONG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT CW FI,2050000,35,1
353,KAYUAMBON,LEMBANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,N-MAX,5300000,33,2
354,SUKABUNGAH,SUKAJADI,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2000000,35,2
355,DAGO,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2650000,35,2
356,LEDENG,CIDADAP,KOTA BANDUNG,MOTOR BARU,HONDA,CB 150 R STREETFIRE,2685316,31,2
357,PADAASIH,CISARUA,BANDUNG BARAT,MOTOR BARU,YAMAHA,FREEGO,4505935,25,2
358,CIPEDES,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,VARIO 125 ESP CBS,3432135,30,1
359,CIUMBULEUIT,CIDADAP,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT FI SPORTY CW,3608829,25,2
360,CIPAGANTI,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,NVARIO 125 ESP CBS,3768536,25,1
361,SUKAGALIH,SUKAJADI,KOTA BANDUNG,MOTOR BARU,HONDA,NEW BEAT STREET ESP,1242781,32,2
362,DAGO,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,NEW BEAT STREET ESP,2781299,29,1
363,CIGUGUR GIRANG,PARONGPONG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2565501,28,2
364,CIKOLE,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI CBS ISS,3000000,35,1
365,WANGUNSARI,LEMBANG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CW,3337446,29,2
366,LEMBANG,LEMBANG,KAB. BANDUNG,MOTOR BEKAS,HONDA,BEAT CW FI,1360724,28,1
367,SUKARASA,SUKASARI,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2035328,31,2
368,LANGENSARI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NMAX ABS,4901765,30,1
369,CIBABAT,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT FISPORTY CBSISS,5251245,23,2
370,CIPEDES,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,VARIO 150 ESP SPORTY,2884209,32,1
371,CIBABAT,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,YAMAHA,AEROX 155 VVA R,5500000,35,2
372,CIHANJUANG RAHAYU,PARONGPONG,BANDUNG BARAT,MOTOR BARU,YAMAHA,AEROX 155 VVA,5000000,35,2
373,JATIMEKAR,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,YAMAHA,N-MAX,5800000,29,2
374,DAGO,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,SCOOPY ESP,5600000,35,2
375,CIWARUGA,PARONGPONG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FISPORTY CBSISS,2425640,30,2
376,CIUMBULEUIT,CIDADAP,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,3700000,29,1
377,CIBOGO,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,NINJA RR,6200000,35,1
378,CIHANJUANG RAHAYU,PARONGPONG,KAB. BANDUNG,MOTOR BARU,HONDA,NVARIO 125 ESP CBS,4300000,33,2
379,GEGER KALONG,SUKASARI,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,4600000,23,1
380,SUKAGALIH,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CBS,5500000,35,2
381,LANGENSARI,LEMBANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,5200000,35,2
382,CIBABAT,CIMAHI UTARA,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,AEROX 155 VVA R,5100000,23,1
383,TANIMULYA,NGAMPRAH,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FISPORTY CBSISS,3600000,30,2
384,LEDENG,CIDADAP,KOTA BANDUNG,MOTOR BARU,YAMAHA,NEW AEROX 155 C,5200000,35,2
385,MEKARWANGI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NEW JUPITER MX CW,2050000,35,1
386,GEGER KALONG,SUKASARI,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2700000,35,2
387,SEKELOA,COBLONG,KOTA BANDUNG,MOTOR BEKAS,YAMAHA,AEROX 155 VVA,8250000,23,1
388,CIKAHURIPAN,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,CBR 150 REPSOL,4000000,35,1
389,SUKAJAYA,LEMBANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155 ABS,7400000,33,2
390,TUGUMUKTI,CISARUA,KAB. BANDUNG,MOTOR BEKAS,YAMAHA,FREEGO,2900000,35,2
391,SUKAJAYA,LEMBANG,KAB. BANDUNG,MOTOR BEKAS,YAMAHA,ALL NEW VIXION,7200000,23,1
392,KERTAWANGI,CISARUA,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT CW FI,2900000,23,1
393,LEBAK SILIWANGI,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,NEW SCOOPY PRESTIGE,3700000,23,2
394,KARYAWANGI,PARONGPONG,KAB. BANDUNG,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2700000,35,2
395,CIKAHURIPAN,LEMBANG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2800000,33,2
396,WANGUNHARJA,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,10200000,35,1
397,WANGUNSARI,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,SUZUKI,NEX FI,1600000,23,1
398,PASTEUR,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,SCOOPY ESP,3500000,17,1
399,CIBODAS,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,NEW VARIO TECHNO FI,2300000,23,1
400,SUKABUNGAH,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,2550000,35,2
401,JAYAGIRI,LEMBANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW R15 155 VVA,25923168,8,2
402,CIKOLE,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,SUZUKI,SATRIA FU 150,8159777,11,1
403,SUKAJAYA,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,8391334,14,1
404,KERTAJAYA,PADALARANG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CW,6598435,17,2
405,SUKAWARNA,SUKAJADI,KOTA BANDUNG,MOTOR BEKAS,HONDA,NEW VARIO TECHNO CBS,6045728,23,1
406,SEKELOA,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,VARIO 150 ESP EXCLSV,2600000,35,2
407,SARIJADI,SUKASARI,KOTA BANDUNG,MOTOR BARU,YAMAHA,LEXI,5000000,35,2
408,SEKELOA,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,3125000,29,1
409,MUKAPAYUNG,CILILIN,BANDUNG BARAT,MOTOR BARU,YAMAHA,N-MAX,6000000,35,2
410,LEDENG,CIDADAP,KOTA BANDUNG,MOTOR BEKAS,HONDA,NEW VARIO CW FI,2300000,35,1
411,SETIAMANAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,GENIO CBS,2700000,35,2
412,JAYAGIRI,LEMBANG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CW,4513829,24,2
413,LEBAK SILIWANGI,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,ADV 150 CBS,5435649,24,2
414,DAGO,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,SCOOPY ESP,12300000,15,1
415,DAGO,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,CB 150 R,1750000,17,1
416,BOJONGHALEUANG,SAGULING,BANDUNG BARAT,MOTOR BARU,KAWASAKI,KLX 150 G,7000000,23,2
417,DAGO,COBLONG,KOTA BANDUNG,MOTOR BEKAS,HONDA,VARIO110 CBS ISS,3576887,22,1
418,CIUMBULEUIT,CIDADAP,KOTA BANDUNG,MOTOR BARU,HONDA,NEW SCOOPY PRESTIGE,3200000,23,2
419,GALANGGANG,BATUJAJAR,KAB. BANDUNG,MOTOR BARU,KAWASAKI,NINJA 250 SL,16000000,35,2
420,CIHIDEUNG,PARONGPONG,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,4500000,22,2
421,SUKAHAJI,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,3400000,33,2
422,SEKELOA,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT FISPORTY CBSISS,2700000,33,2
423,CAMPAKAMEKAR,PADALARANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,4600000,29,2
424,BATUJAJAR TIMUR,BATUJAJAR,KAB. BANDUNG,MOTOR BARU,PIAGGIO,SPRINT S I-GET150ABS,10700000,21,1
425,SADANG SERANG,COBLONG,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2800000,33,2
426,PASIRKALIKI,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,HONDA,NEW CBR 150R STANDAR,11300000,35,2
