NO,KELURAHAN,KECAMATAN,KABUPATEN,OBJECT,MERK,JENIS,DP NET,TENOR,f_cluster
3377,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT FISPORTY CBSISS,1900000,35,1
3378,KERTAWANGI,CISARUA,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CW,3100000,35,1
3379,SADANGMEKAR,CISARUA,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FISPORTY CW ESP,2600000,33,1
3380,CIKALONG,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FISPORTY CW ESP,2500000,33,1
3381,MANDALASARI,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,HONDA,NEW BEAT STREET ESP,2700000,35,1
3382,BATULAYANG,CILILIN,BANDUNG BARAT,MOTOR BARU,YAMAHA,AEROX 155 VVA,3700000,35,1
3383,BOJONGMEKAR,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,YAMAHA,LEXI,3200000,35,1
3384,LAKSANAMEKAR,PADALARANG,BANDUNG BARAT,MOTOR BARU,VIAR,CROSS X 150,3400000,32,1
3385,MANDALAWANGI,CIPATAT,BANDUNG BARAT,MOTOR BARU,YAMAHA,N-MAX,4900000,35,1
3386,SADANG SERANG,COBLONG,KOTA BANDUNG,MOTOR BARU,YAMAHA,N-MAX,4500000,32,1
3387,LEUWIGAJAH,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,YAMAHA,N-MAX,4100000,33,1
3388,TAGOGAPU,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,SUZUKI,SATRIA FU 150,2850000,35,0
3389,GADOBANGKONG,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW R15 155 VVA,5800000,35,1
3390,SUKAJAYA,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NEW VIXION,3500000,35,0
3391,PADASUKA,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,VARIO 150 ESP EXCLSV,2600000,35,1
3392,MARGALUYU,CIPEUNDEUY,KAB. BANDUNG,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2600000,35,1
3393,GALANGGANG,BATUJAJAR,BANDUNG BARAT,MOTOR BARU,HONDA,ADV 150 CBS,3700000,35,1
3394,CITEUREUP,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,HONDA,PCX150,8400000,35,1
3395,MARGA LAKSANA,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,2700000,35,1
3396,GADOBANGKONG,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,YAMAHA,N-MAX,4039671,29,1
3397,CIUMBULEUIT,CIDADAP,KOTA BANDUNG,MOTOR BARU,HONDA,BEAT FI SPORTY CW,1616801,31,1
3398,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,YAMAHA,N-MAX,4130670,31,1
3399,RAJAMANDALA KULON,CIPATAT,BANDUNG BARAT,MOTOR BARU,HONDA,SCOOPY,815983,33,1
3400,CIBEBER,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,PCX150,3618753,30,1
3401,PADAASIH,CISARUA,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI CBS ISS,2285418,29,0
3402,CIBURUY,PADALARANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,4570718,32,1
3403,BAROS,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,MIO Z 125,2486473,22,0
3404,CAMPAKAMEKAR,PADALARANG,BANDUNG BARAT,MOTOR BARU,YAMAHA,N-MAX,5125591,27,1
3405,MEKARSARI,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,YAMAHA,N-MAX,6159731,26,1
3406,GALANGGANG,BATUJAJAR,BANDUNG BARAT,MOTOR BARU,HONDA,NSCOOPY FI SPRT MTRO,1700347,31,0
3407,KARANGMEKAR,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT FI SPORTY CW,1467281,33,1
3408,SETIAMANAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,HONDA,VARIO 150 ESP EXCLSV,3867422,28,0
3409,SUKARESMI,RONGGA,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 125 ESP CBS,3972258,33,0
3410,SUKAJAYA,LEMBANG,BANDUNG BARAT,MOTOR BEKAS,HONDA,NSCOOPY FI SPRT MTRO,2562685,26,0
3411,CICANGKANG GIRANG,SINDANGKERTA,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NMAX ABS,6892609,28,0
3412,SARIWANGI,PARONGPONG,BANDUNG BARAT,MOTOR BARU,YAMAHA,FREEGO,2574101,28,1
3413,PASIRKALIKI,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,YAMAHA,N-MAX,4562138,27,1
3414,KERTAWANGI,CISARUA,BANDUNG BARAT,MOTOR BARU,HONDA,NBEAT FI CW + SPORTY,1822376,31,1
3415,CIROYOM,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FISPORTY CW ESP,2592146,27,1
3416,KARANGMEKAR,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT FI SPORTY CW,5213947,21,1
3417,GALANGGANG,BATUJAJAR,BANDUNG BARAT,MOTOR BARU,HONDA,NEW BEAT STREET ESP,4212459,29,0
3418,CITEUREUP,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,YAMAHA,LEXI,4595494,27,1
3419,MARGA LAKSANA,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FISPORTY CW ESP,3817130,23,1
3420,KERTAJAYA,PADALARANG,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NEW MIO M3 CW,2799960,23,0
3421,CINENGAH,RONGGA,BANDUNG BARAT,MOTOR BEKAS,HONDA,MEGA PRO CW,3130002,26,0
3422,CIKALONG,CIKALONG WETAN,BANDUNG BARAT,MOTOR BARU,YAMAHA,NEW MIO M3 CW,3500000,35,1
3423,CICADAS,RONGGA,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CBS,3767440,35,0
3424,PADASUKA,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT FISPORTY CW ESP,3442075,24,1
3425,BAROS,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT FI CBS ISS,3462751,24,0
3426,CISOMANG BARAT,CIKALONG WETAN,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI CBS ISS,2047270,27,0
3427,PATARUMAN,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,5000000,35,1
3428,CIPTAHARJA,CIPATAT,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,3900000,35,0
3429,CIJENUK,CIPONGKOR,BANDUNG BARAT,MOTOR BARU,HONDA,CRF 150 L,12728610,32,1
3430,CIKAHURIPAN,LEMBANG,BANDUNG BARAT,MOTOR BARU,HONDA,VARIO 125ESP CBS ISS,4308753,27,0
3431,KARANGMEKAR,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,VARIO 150 ESP EXCLSV,3800000,29,1
3432,BOJONGMEKAR,CIPEUNDEUY,BANDUNG BARAT,MOTOR BARU,HONDA,BEATFISPRTCBSISSPLUS,4050000,35,1
3433,UTAMA,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,CRF 150 L,10300000,23,1
3434,CIPATIK,CIHAMPELAS,BANDUNG BARAT,MOTOR BEKAS,HONDA,NVARIO 125 ESP CBS,3009100,23,0
3435,CIPAGERAN,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,YAMAHA,ALL NEW NMAX 155,6200000,23,1
3436,SIRNARAJA,CIPEUNDEUY,KAB. BANDUNG,MOTOR BEKAS,SUZUKI,SATRIA FU 150,1616840,23,0
3437,TANIMULYA,NGAMPRAH,KAB. BANDUNG,MOTOR BARU,HONDA,GENIO ISS,2800000,33,1
3438,RENDE,CIKALONG WETAN,KAB. BANDUNG,MOTOR BARU,HONDA,BEAT CBS FI,4300000,33,1
3439,MELONG,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,NEWBEAT FICW-CBSPLUS,1900000,33,1
3440,SUKASARI,GUNUNG HALU,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI SPORTY CW,3020400,23,0
3441,SUKARESMI,RONGGA,BANDUNG BARAT,MOTOR BEKAS,HONDA,BEAT FI POP CW,2956830,29,1
3442,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BEKAS,YAMAHA,N-MAX,4940857,32,0
3443,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,NSCOOPY FI CLSC MTRO,6100000,23,0
3444,LEUWIGAJAH,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,NEW BEAT STREET ESP,5000000,23,0
3445,BATULAYANG,CILILIN,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI CBS ISS,3200000,23,1
3446,SUMURBANDUNG,CIPATAT,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,NINJA 150 RR SE,5341347,25,0
3447,CIBEUREUM,CIMAHI SELATAN,KOTA CIMAHI,MOTOR BARU,HONDA,NEW BEAT STREET ESP,4400000,35,0
3448,BONGAS,CILILIN,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,5200000,29,1
3449,SETIAMANAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,NEW BEAT STREET ESP,1725255,30,1
3450,BOJONGMEKAR,CIPEUNDEUY,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,N-MAX,3321800,23,0
3451,MEKARSARI,NGAMPRAH,BANDUNG BARAT,MOTOR BARU,HONDA,NEW PCX 150 CBS,10500000,23,1
3452,CIBEDUG,RONGGA,BANDUNG BARAT,MOTOR BEKAS,HONDA,VARIO 150 ESP SPORTY,4200000,35,0
3453,KARANGMEKAR,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BEKAS,HONDA,BEAT FI CBS ISS,2610277,24,0
3454,SITUWANGI,CIHAMPELAS,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FI SPORTY CBS,3000000,35,1
3455,GUNUNGMASIGIT,CIPATAT,BANDUNG BARAT,MOTOR BEKAS,YAMAHA,NEW VIXION,5000000,23,0
3456,MANDALASARI,CIPATAT,BANDUNG BARAT,MOTOR BEKAS,KAWASAKI,NINJA 250,13668500,35,0
3457,CIGUGUR TENGAH,CIMAHI TENGAH,KOTA CIMAHI,MOTOR BARU,HONDA,BEAT ESP CBS ISS DLX,2700000,35,1
3458,CIBABAT,CIMAHI UTARA,KOTA CIMAHI,MOTOR BARU,HONDA,VARIO 150 ESP EXCLSV,5900000,29,0
3459,GALANGGANG,BATUJAJAR,BANDUNG BARAT,MOTOR BARU,KAWASAKI,W175,10000000,35,1
3460,GALANGGANG,BATUJAJAR,BANDUNG BARAT,MOTOR BARU,HONDA,BEAT FISPORTY CBSISS,4591799,17,1
